,Published_At,Comment_ID,Comment,Replies,Likes,all_eng
11593,['2023-08-23T07:33:23Z'],['UgwUzg2ImRBKTb0r92h4AaABAg'],"make era collaboration, competition",[0],[0],make era collaboration competition
11594,['2023-08-23T07:33:21Z'],['Ugx7WkEzKWT75ng1LeV4AaABAg'],memorizing full forms given vedio harder winning war 😂,[0],[0],memorizing full forms given vedio harder winning war
11597,['2023-08-23T07:33:20Z'],['UgxvoGh5HZQnYALjsdB4AaABAg'],one video isro success... 🎉,[0],[0],one video isro success
11598,['2023-08-23T07:33:16Z'],['UgzM_o4TK2vNNvUKJxd4AaABAg'],vote comeback dhruv rathee india,[0],[0],vote comeback dhruv rathee india
11599,['2023-08-23T07:33:15Z'],['Ugyot-Dex9jj1f9efEh4AaABAg'],dhruv rathee love button ❤,[0],[1],dhruv rathee love button
11602,['2023-08-23T07:33:04Z'],['UgyVhBRRFQ9015dhVVd4AaABAg'],proud druv rathee❤❤,[0],[0],proud druv rathee
11603,['2023-08-23T07:33:04Z'],['Ugy8rq6zHTQmKoIJQTB4AaABAg'],modi like - mene karvaya he😂😂😂😂,[0],[0],modi like mene karvaya he
11604,['2023-08-23T07:33:04Z'],['Ugx2cGq0uT5M09jMcTt4AaABAg'],"hi dhruv, congratulations pakistan 👏 big fan you. stay blessed ❤",[0],[0],hi dhruv congratulations pakistan big fan you stay blessed
11605,['2023-08-23T07:33:01Z'],['UgzL2rvm9hBt5UBaqTR4AaABAg'],bhai tareef bhi karta h aaj pta chala,[0],[0],bhai tareef bhi karta h aaj pta chala
11606,['2023-08-23T07:32:59Z'],['UgxSN15PLdHXzkTzjwV4AaABAg'],kal mere school live telecast hoga landing ka..😊❤,[0],[0],kal mere school live telecast hoga landing ka
11607,['2023-08-23T07:32:59Z'],['Ugx7pGPw1mrvENFl4tV4AaABAg'],le bhakts chandrayan 1 bhi tha kya?,[0],[0],le bhakts chandrayan 1 bhi tha kya
11608,['2023-08-23T07:32:47Z'],['UgwAUTCPUhFtdwKFrjJ4AaABAg'],god ! give strength lander vikram 🇮🇳🤞,[0],[1],god give strength lander vikram
11609,['2023-08-23T07:32:47Z'],['Ugz4lgp1NG3JvZANydV4AaABAg'],yarr aapki apni state haryana.. meh abhi recently kitni controversy hui ..&quot;mewat&quot; meh aapko itne bde incident ko cover krna chahiye..,[0],[0],yarr aapki apni state haryana meh abhi recently kitni controversy hui quotmewatquot meh aapko itne bde incident ko cover krna chahiye
11610,['2023-08-23T07:32:35Z'],['UgyE_NONxXuEZLQEBiB4AaABAg'],nais ❤❤❤❤❤❤❤❤❤,[0],[0],nais
11611,['2023-08-23T07:32:18Z'],['Ugzn_6vd6X0-AqKv8h14AaABAg'],dhruv ratheee❤openai,[0],[2],dhruv ratheeeopenai
11613,['2023-08-23T07:32:12Z'],['UgwlQQWU89Lih5UseQp4AaABAg'],desh drohi dhruv rathi ..tujhe bhot bura lg rha hoga ab bharat ka flag chand pd hoga ..,[3],[0],desh drohi dhruv rathi tujhe bhot bura lg rha hoga ab bharat ka flag chand pd hoga
11614,['2023-08-23T07:32:11Z'],['UgyH3jXl1bAv9GXqaTd4AaABAg'],"want know, jab human landing ho chuki hai chand per fir ye lander aur rover bhejne ki need kya hai, direct human ko q nahi bhejte, usa ne bhi 1972 k bad human nahi bheje?? plz sir clarify",[0],[1],want know jab human landing ho chuki hai chand per fir ye lander aur rover bhejne ki need kya hai direct human ko q nahi bhejte usa ne bhi 1972 k bad human nahi bheje plz sir clarify
11615,['2023-08-23T07:32:08Z'],['UgwPW8uT3Ah2LtiF0_d4AaABAg'],salute @dhruvrathee👍,[0],[1],salute dhruvrathee
11616,['2023-08-23T07:32:06Z'],['UgyqwhgpRYBnxQ9JaYV4AaABAg'],awesome sir🥰🥰we trust scientists,[0],[2],awesome sirwe trust scientists
11617,['2023-08-23T07:32:01Z'],['Ugzdof6Uj5QQ_SNo_wx4AaABAg'],legends know video recorded earlier 😅,[0],[2],legends know video recorded earlier
11618,['2023-08-23T07:31:59Z'],['Ugx7jd2hMtz1OFqGrB14AaABAg'],"credit goes pm narendra modi ji,best pm ever till date",[0],[0],credit goes pm narendra modi jibest pm ever till date
11619,['2023-08-23T07:31:58Z'],['UgwV5l1f_qimCJb-GYh4AaABAg'],make russia&#39;s roscosmos luna 25 moon crash,[0],[1],make russia39s roscosmos luna 25 moon crash
11620,['2023-08-23T07:31:38Z'],['UgzMTTLA7BIQ9ibkfBF4AaABAg'],everything temporary dhruv rathee simple shirt permanent,[0],[0],everything temporary dhruv rathee simple shirt permanent
11623,['2023-08-23T07:31:08Z'],['UgyXk8qE5IW6mA_k2jJ4AaABAg'],never disappoint us non political topics .good work bro .keep up.,[0],[10],never disappoint us non political topics good work bro keep up
11624,['2023-08-23T07:31:08Z'],['UgwqJSZScaKV9CWXVaJ4AaABAg'],don&#39;t expect high quality 😂😂,[0],[0],don39t expect high quality
11625,['2023-08-23T07:31:08Z'],['Ugx8iQee_0X3OB8oaNZ4AaABAg'],hype going 🥳❤️🌝,[0],[0],hype going
11626,['2023-08-23T07:31:05Z'],['UgwiBDE9v3XTAjMPROh4AaABAg'],respect ❤ best luck &quot;chandrayan&quot;,[0],[2],respect best luck quotchandrayanquot
11627,['2023-08-23T07:31:04Z'],['Ugw_dzeFpy-iIwWCQnV4AaABAg'],video mai dhruv bhaiya thode exited lag rhe hai 😂,[0],[1],video mai dhruv bhaiya thode exited lag rhe hai
11628,['2023-08-23T07:31:04Z'],['UgxIVprMeYeVKq_Z_sl4AaABAg'],question?,[0],[0],question
11629,['2023-08-23T07:31:03Z'],['UgyMoHCRrlPv68cl1mp4AaABAg'],ooo bhai sb,[0],[0],ooo bhai sb
11630,['2023-08-23T07:31:03Z'],['Ugzicua2mqCI-DUBwwh4AaABAg'],bhai ap ki videos best videos world love pakistan 🇵🇰,[0],[0],bhai ap ki videos best videos world love pakistan
11631,['2023-08-23T07:31:02Z'],['UgzKOLj1vkmlgluhQ6Z4AaABAg'],dhurv rathee magic teacher ♥️,[0],[0],dhurv rathee magic teacher
11632,['2023-08-23T07:30:54Z'],['Ugzvv9lUzT5E4QMzczV4AaABAg'],known video upcoming detail would read moon missions wikipedia 2 hours yesterday. would saved 1.5 hours.,[0],[1],known video upcoming detail would read moon missions wikipedia 2 hours yesterday would saved 15 hours
11633,['2023-08-23T07:30:51Z'],['Ugz1cE5g6o4Vti-yBZB4AaABAg'],ajj mahol hei teharo ka ! ajj mahol hei desh ki garima ka ! ajj mahol hei !,[0],[0],ajj mahol hei teharo ka ajj mahol hei desh ki garima ka ajj mahol hei
11634,['2023-08-23T07:30:50Z'],['UgyZzNAdtYaiLaHy5Mt4AaABAg'],dhruv sir legend❤❤❤,[0],[1],dhruv sir legend
11635,['2023-08-23T07:30:49Z'],['Ugw31n3TrR9ndYsiPtV4AaABAg'],dhruv rathee best youtuber india 🇮🇳 ♥️,[0],[0],dhruv rathee best youtuber india
11637,['2023-08-23T07:30:44Z'],['UgxtJNNr7NzqdiJhqyV4AaABAg'],super powers allow it...,[0],[0],super powers allow it
11638,['2023-08-23T07:30:37Z'],['Ugzu_tfG-D8boL1puWt4AaABAg'],dhruv rathee ka chat gpt course free🔥 chahiye kisi ko??? muje reply,[1],[0],dhruv rathee ka chat gpt course free chahiye kisi ko muje reply
11639,['2023-08-23T07:30:36Z'],['UgyZygCyNl28cLA0BPt4AaABAg'],let&#39;s pray chandrayan 3🧡🤍💚,[0],[1],let39s pray chandrayan 3
11640,['2023-08-23T07:30:33Z'],['UgzFX3UXe935dz4FxXl4AaABAg'],deserve respect sir❤❤❤,[0],[0],deserve respect sir
11641,['2023-08-23T07:30:23Z'],['UgwZ-jYAzTIMCmnLGBl4AaABAg'],5.25 se lekar 6.59 tak skipp kar dena,[0],[0],525 se lekar 659 tak skipp kar dena
11642,['2023-08-23T07:30:21Z'],['UgzSednaCR53lmCXaXJ4AaABAg'],julie?,[0],[0],julie
11643,['2023-08-23T07:30:11Z'],['Ugy_gnN_Ao6lR7q_N_h4AaABAg'],bhai china ka man mission 😅 jo jana chahta h: like👍 nhi jana chahta: comment karo😊,[0],[2],bhai china ka man mission jo jana chahta h like nhi jana chahta comment karo
11646,['2023-08-23T07:30:01Z'],['Ugxn8ERSHmoIr0pksP94AaABAg'],tu kyu khush ho raha hai,[0],[0],tu kyu khush ho raha hai
11647,['2023-08-23T07:30:00Z'],['UgzfRX4oaQA58akndj94AaABAg'],josh🚀📍🇮🇳,[0],[0],josh
11651,['2023-08-23T07:29:43Z'],['UgwfaKMuRw0qQtEJ3Xl4AaABAg'],chalo mast content bhi milagaya😂 kuch aacha bhi hogaya,[0],[0],chalo mast content bhi milagaya kuch aacha bhi hogaya
11652,['2023-08-23T07:29:41Z'],['UgwpLJ4C1rodVtdLBsZ4AaABAg'],ek din aur ruk jate dhruv...tab banate video....actual land hote dekh lete tab.....abhi dar hai ki kahi koi last minute technical glitch na ho jaye,[0],[0],ek din aur ruk jate dhruvtab banate videoactual land hote dekh lete tababhi dar hai ki kahi koi last minute technical glitch na ho jaye
11653,['2023-08-23T07:29:39Z'],['Ugx0-kewccr19lyi-RN4AaABAg'],bht hate krte h tmko 🤬 bless isro 🚀,[0],[0],bht hate krte h tmko bless isro
11654,['2023-08-23T07:29:38Z'],['UgzXv_WuzBpJb1WE0iV4AaABAg'],isse india ki economy boost kaise hogi?plz make video😶😶😶😶,[0],[2],isse india ki economy boost kaise hogiplz make video
11655,['2023-08-23T07:29:34Z'],['UgyWlAxBYDEXGZDqDjV4AaABAg'],great current central government bjp supporting indian scientists developing india every aspect developing india best,[0],[2],great current central government bjp supporting indian scientists developing india every aspect developing india best
11657,['2023-08-23T07:29:31Z'],['UgxOq8q3uLXbtz1SNyd4AaABAg'],bc aaj waqt lander nhi utar rha us waqt ek aadmi nill armstrong utar jata h kuch bhi 😂,[1],[0],bc aaj waqt lander nhi utar rha us waqt ek aadmi nill armstrong utar jata h kuch bhi
11658,['2023-08-23T07:29:29Z'],['Ugznazkdwn_arZcBxn94AaABAg'],&quot;paneer&quot;,[0],[0],quotpaneerquot
11660,['2023-08-23T07:29:14Z'],['UgwY40a38x-VKa7cZqh4AaABAg'],ek video mision marse par bhee chahiye please bhai,[0],[0],ek video mision marse par bhee chahiye please bhai
11661,['2023-08-23T07:29:09Z'],['UgzvytYADxvJAyUa40F4AaABAg'],great knowledgeable video bro,[0],[0],great knowledgeable video bro
11662,['2023-08-23T07:29:06Z'],['UgyVqquK7Nv2HtpffMV4AaABAg'],modi ka india hai....,[0],[0],modi ka india hai
11664,['2023-08-23T07:29:01Z'],['UgxmqaHCQRzO5R4t6El4AaABAg'],sir america russia already gone moon done research need go india moon research.because america chine russia apni information share nahi karte jiski ye kya?,[0],[1],sir america russia already gone moon done research need go india moon researchbecause america chine russia apni information share nahi karte jiski ye kya
11665,['2023-08-23T07:28:52Z'],['UgxGbX0UnEkswqG60m54AaABAg'],🇺🇸 🇷🇺 🇨🇳 🇮🇳 🇮🇱 ruling whole world ❤,[0],[1],ruling whole world
11667,['2023-08-23T07:28:40Z'],['UgyPHT5c4i_Gq_m-qoV4AaABAg'],man great 👍,[0],[1],man great
11669,['2023-08-23T07:28:26Z'],['UgwgI1q0Ugcc1tgLyNJ4AaABAg'],jawahar point \u0001fae1,[0],[0],jawahar point u0001fae1
11670,['2023-08-23T07:28:25Z'],['UgwPK6aW03JK2KhzeKR4AaABAg'],waiting time chandraya 3 launched ♥️ (for video),[0],[0],waiting time chandraya 3 launched for video
11672,['2023-08-23T07:28:16Z'],['Ugx3e6IvLZ5J4hB-A_14AaABAg'],inki video dekhne ke baad kuch gyaan praapt hota hai..... baki sabhi youtuber time barbaad karte hai,[0],[1],inki video dekhne ke baad kuch gyaan praapt hota hai baki sabhi youtuber time barbaad karte hai
11673,['2023-08-23T07:28:15Z'],['UgyHHsMunT0iOri4b_F4AaABAg'],let&#39;s hope best! jai hind!,[0],[0],let39s hope best jai hind
11674,['2023-08-23T07:28:11Z'],['Ugy3DvmwrlaisJgkJEB4AaABAg'],indian kaun kaun indian hai like kare,[0],[2],indian kaun kaun indian hai like kare
11675,['2023-08-23T07:28:10Z'],['UgzMKT-lKwdwLdkQYSx4AaABAg'],make video rajiv dixit life,[0],[1],make video rajiv dixit life
11677,['2023-08-23T07:27:56Z'],['UgyCDFGhB4MQKCi429p4AaABAg'],"india aims moon&#39;s south pole, didn&#39;t reach poorest poor got place take shelter.",[0],[0],india aims moon39s south pole didn39t reach poorest poor got place take shelter
11678,['2023-08-23T07:27:43Z'],['UgztTsEoD3dq6Vcfxk14AaABAg'],5 hours left creat history jay hind🇮🇳,[0],[1],5 hours left creat history jay hind
11680,['2023-08-23T07:27:35Z'],['UgyhWa7umxooaEzKyFR4AaABAg'],elvishyadav ka nam liya kar view atte hai tere jada,[3],[2],elvishyadav ka nam liya kar view atte hai tere jada
11682,['2023-08-23T07:27:29Z'],['UgyDJiE2RRDcbiLBOzx4AaABAg'],definitely india make new history 🇮🇳 jai hind\u0001faf6,[0],[0],definitely india make new history jai hindu0001faf6
11683,['2023-08-23T07:27:28Z'],['Ugw-j7FMdwHaxrhkaF94AaABAg'],"isro inspiration shouldn&#39;t give up, respect.",[0],[2],isro inspiration shouldn39t give up respect
11684,['2023-08-23T07:27:28Z'],['UgzfUZV6gjsxl7kbE4J4AaABAg'],dhurv us nafrati chintu ka baap hai 😅,[0],[2],dhurv us nafrati chintu ka baap hai
11685,['2023-08-23T07:27:22Z'],['Ugz7iBDcHwq8dz6YsIt4AaABAg'],india successfully completed moon ❤ thanks dhuru rathee ❤🇮🇳zay hind 🇮🇳,[0],[0],india successfully completed moon thanks dhuru rathee zay hind
11686,['2023-08-23T07:27:17Z'],['UgzcKhU1cPj0AuJTVeB4AaABAg'],chief must cry time,[1],[0],chief must cry time
11687,['2023-08-23T07:27:15Z'],['UgzvOoRpY5GxjohxoxV4AaABAg'],🌎 - earthquake ✅ 🌙 - moonquake ✅ dhruv best ❤💯 nice explanation 👏,[0],[1],earthquake moonquake dhruv best nice explanation
11688,['2023-08-23T07:27:11Z'],['UgxdahwovPvqSe-yr-J4AaABAg'],"bhaii kyaa knowledge delivered karte ho bhaii, superb 🇮🇳🇮🇳🇮🇳",[0],[1],bhaii kyaa knowledge delivered karte ho bhaii superb
11689,['2023-08-23T07:26:59Z'],['UgwLq2K1EtQRh-7fL7N4AaABAg'],bo din door nhi jab chand par duniya hogi🔥🔥,[0],[0],bo din door nhi jab chand par duniya hogi
11690,['2023-08-23T07:26:52Z'],['UgwKNDILl-DDoIdvGbp4AaABAg'],unborn yogi chainal❤❤❤❤❤❤,[0],[0],unborn yogi chainal
11691,['2023-08-23T07:26:50Z'],['UgwkhaO2c-FduvRIZxR4AaABAg'],es video ka bahut intezaar tha ❤,[0],[0],es video ka bahut intezaar tha
11692,['2023-08-23T07:26:50Z'],['Ugw98oSFsNGOjPfJ6jd4AaABAg'],feel much lucky get know informations videos soo beautifully well presented way ❤❤,[0],[3],feel much lucky get know informations videos soo beautifully well presented way
11695,['2023-08-23T07:26:41Z'],['UgzLGVc2-bUKXGc0_dt4AaABAg'],best wishes love pakistan isro india♥️,[0],[0],best wishes love pakistan isro india
11696,['2023-08-23T07:26:37Z'],['Ugwm4Zxc09C-KqmZpbF4AaABAg'],good information dhruv bhai ❤,[0],[0],good information dhruv bhai
11697,['2023-08-23T07:26:36Z'],['UgythNCEYUUdfKXrKzd4AaABAg'],diserve tv ❤,[0],[1],diserve tv
11698,['2023-08-23T07:26:36Z'],['Ugw6DJU3F-bh1bV7Ra94AaABAg'],wharrrr😮,[0],[1],wharrrr
11701,['2023-08-23T07:26:25Z'],['UgzUa9DIxuBT_TkI3jh4AaABAg'],😂😂😂 ab aya na line pe 😂😂😂😂,[4],[1],ab aya na line pe
11702,['2023-08-23T07:26:23Z'],['UgyRw0vG61H033yrhI14AaABAg'],today we&#39;re goona creat history,[0],[0],today we39re goona creat history
11703,['2023-08-23T07:26:13Z'],['Ugza4S3gT11R3QvZJWN4AaABAg'],aapka shorta channel bohat hi badhiya hai apko dekh kar rhi maine short channel banaya hai ❤,[0],[0],aapka shorta channel bohat hi badhiya hai apko dekh kar rhi maine short channel banaya hai
11705,['2023-08-23T07:26:03Z'],['UgzaeWEx6pYr1MXemON4AaABAg'],apne baap prakash ko bhi btadio ye baat,[0],[0],apne baap prakash ko bhi btadio ye baat
11707,['2023-08-23T07:25:59Z'],['UgzGEbWygR6D_AO3Dix4AaABAg'],thank shri dhruv sir well researched video understood even common man. elaborately explained past missions taken india well international level pros cons. always one step ahead whatever subject may be.,[0],[7],thank shri dhruv sir well researched video understood even common man elaborately explained past missions taken india well international level pros cons always one step ahead whatever subject may be
11708,['2023-08-23T07:25:57Z'],['Ugx19Km03fMEBudnsWN4AaABAg'],"proud moment , jai hind",[0],[1],proud moment jai hind
11710,['2023-08-23T07:25:46Z'],['UgwYSzslOu7yvWl2-hh4AaABAg'],hey pragyan say paneer 😂😂😂😂 good,[0],[0],hey pragyan say paneer good
11711,['2023-08-23T07:25:46Z'],['Ugw1AoFrIlNTSxgUpbZ4AaABAg'],&#39;kalpana chawla&#39; hadn&#39;t reached moon.,[0],[0],39kalpana chawla39 hadn39t reached moon
11712,['2023-08-23T07:25:43Z'],['Ugz7NcVTCejhQyc16Ql4AaABAg'],isme bhi tum koi kmi bata 😂😂,[3],[0],isme bhi tum koi kmi bata
11713,['2023-08-23T07:25:28Z'],['UgyUuCXgi6G9hQOvYT94AaABAg'],different videos t-shirt 😂,[0],[0],different videos tshirt
11714,['2023-08-23T07:25:19Z'],['Ugw5ma1R7PX2wXOC0q14AaABAg'],"hi dhruv seeing u reminds crush, miss him😢.",[2],[0],hi dhruv seeing u reminds crush miss him
11715,['2023-08-23T07:25:17Z'],['Ugx7VHvyfIxC13qy5OJ4AaABAg'],congratulations india love respect bangladesh 🇧🇩,[0],[0],congratulations india love respect bangladesh
11716,['2023-08-23T07:25:16Z'],['Ugy-Q_RqKsJ2kAiO8ON4AaABAg'],great dhurve rathe sir❤❤.,[0],[1],great dhurve rathe sir
11717,['2023-08-23T07:25:15Z'],['UgyIRqbwOHZkwAyLol54AaABAg'],achaa tu indian hai,[0],[0],achaa tu indian hai
11718,['2023-08-23T07:25:12Z'],['UgzFAQsGSpPwJM58CJN4AaABAg'],proud indian....jay hind...salute indian scientists.....❤❤❤❤❤❤,[0],[19],proud indianjay hindsalute indian scientists
11720,['2023-08-23T07:24:44Z'],['UgxqsEVUS1HyQKGsoNR4AaABAg'],let&#39;s pray chandrayaan mission 3 success 🙏🤞,[0],[0],let39s pray chandrayaan mission 3 success
11721,['2023-08-23T07:24:43Z'],['Ugz3211M-HaGoGhkv3J4AaABAg'],wear simple shirts😅😅😅😅😅?,[0],[0],wear simple shirts
11722,['2023-08-23T07:24:35Z'],['UgyrOxkMAUu4zC3cXS14AaABAg'],good explanation bro❤,[0],[1],good explanation bro
11723,['2023-08-23T07:24:34Z'],['UgwTP2SzvYPNPP2cd0l4AaABAg'],knowledge sarvopar hi ❤❤,[0],[1],knowledge sarvopar hi
11724,['2023-08-23T07:24:12Z'],['Ugx9sUgiQ_qFUZFXTqx4AaABAg'],waiting topic since long side... unbiased honest review worth watching...,[0],[3],waiting topic since long side unbiased honest review worth watching
11725,['2023-08-23T07:24:10Z'],['UgxhTuzTWcGNFxxJ08B4AaABAg'],"kooda course h, chatgpt se poocho sb khud bta dega, would even pay something available free",[0],[0],kooda course h chatgpt se poocho sb khud bta dega would even pay something available free
11726,['2023-08-23T07:24:02Z'],['UgwZVInm0GiTo9qk0DZ4AaABAg'],chand ko jhande pe hona aur jhande ko chand pe hone farak hai😂😂😂 love india🇮🇳🇮🇳,[0],[0],chand ko jhande pe hona aur jhande ko chand pe hone farak hai love india
11727,['2023-08-23T07:23:59Z'],['Ugx1_3Tg_mes7cwvvzB4AaABAg'],handsome dhruv enough look whole day 💚💚💚,[0],[0],handsome dhruv enough look whole day
11729,['2023-08-23T07:23:46Z'],['UgwdyMI0wTGJlBhEE1J4AaABAg'],legend rajiv dixit par video banno sir 😢😢,[0],[2],legend rajiv dixit par video banno sir
11730,['2023-08-23T07:23:41Z'],['UgxMhyfEbGQARvDxvcJ4AaABAg'],70 percentage old kahani,[0],[2],70 percentage old kahani
11731,['2023-08-23T07:23:41Z'],['Ugz5KqXI8E-g3Nn0G6F4AaABAg'],dhruv sir ne aaj tak like subscribe karo bolahi nahi phir bhi 1.24 crore subscribers hai..aur bahut jaldi aage jayega..,[0],[1],dhruv sir ne aaj tak like subscribe karo bolahi nahi phir bhi 124 crore subscribers haiaur bahut jaldi aage jayega
11732,['2023-08-23T07:23:35Z'],['UgyfFPm4E8RDAJqhf5t4AaABAg'],koi bata sakta hai dhruv jesa shirt kaha milega??,[0],[1],koi bata sakta hai dhruv jesa shirt kaha milega
11733,['2023-08-23T07:23:35Z'],['Ugyp9hpo5QOvN_ci1SF4AaABAg'],"informative sir, thanks",[0],[1],informative sir thanks
11734,['2023-08-23T07:23:34Z'],['UgyXsNxxdOwMxzHSfFJ4AaABAg'],thank bro 👌👌 interesting informative video 👌👌👍👍👍,[0],[1],thank bro interesting informative video
