Cleaned_Comment,Predicted_Sentiment
bhaut accha lga modji aaj phlei baar aap accha insaan h,positive
thoda pehalwaan betiyo ko bhi puch lo modi ji,negative
very proud moment congratulations,positive
ms dhoni ki bat koi nahi bolta,positive
how sweet our honorable prime minister shree narendra modi ji,positive
great hai modi ji,positive
modi is great leader proved everywhere,positive
wah pm ho to modi jaisa this is great person of india,positive
congratulations team india jay hind sir ji,positive
manipur to geye nehi,negative
jis tarah in winners ko special treatment diya ja rha h vaise hi har sports ke achiever ko milna chahiyehar kisi ki mehnat barabar h,positive
bhai aap ye sab kya kr rahe hain kaam pe dhaayan dijiye,negative
so great so nice and so proud of having such prime minister for our country long live pm,positive
ankhon ko bahut sukun milta h rohit or hardik k khushi ko dekh ke love you team india thank you modi ji game ko seriously celebrate krne k liye,positive
the leader who always support,positive
goats,positive
pm indian time ka interview le reha hai ise badi bat kay hogii,negative
rahul gandhi jindabad,positive
thank you pm ji for inspiring our country,positive
bumrah son with modi be like yeh koun hai,positive
everything is temporary but rohits quotyequot amp quotwoquot permanent,positive
modi ji if uh are happy then im happy pr modi ji mujhe b nokari de dijiye taki agli bar match stadium m dekh sku but joks apart hmara neta kesa ho narendra bhai modi jesa ho or ha sir meri mummy ne aaj hi aapki tarif kri h k dekh modi ji kitta puthra lag rya h,positive
feeling like this video is only for north indians not even provide english subtitles,negative
jay javan jay kisan,positive
i love modi ji itna khyal rkhte hai plyers ka,positive
what a man legend his observations his insights so inspiring he truly has divine blessings,positive
y y y,positive
thanks team india i love my india,positive
great indian i love you indian,positive
modiji aap ka tho jawab nahi,neutral
bharat bahut bhagyashaali hai jinke itne ache pradan mantri ha,positive
virat itne runs inte milestones ke baad bhi bol rahe ki arrogance ke sath aap kuch nahi kar sakte aur log bolte hai virat attitude dikhata hai virat the run machine,negative
king kohli fans like here,positive
phir ek bar modi sarkar,negative
modiji ne first time dil jeet liya,neutral
mere great modi ji,positive
mujhe to bass modi hi bolte huye suna jb bhi video beech me se dekhi ye bss apni sunata h kisi ki nhi sunta,negative
pm modi is real hero,positive
jay ho modi ji,positive
jadu ke beti ne pair chuein modi ji ka what a moment kitini achi sanskar hai,positive
kise samjha rha h virat bhai,positive
thank you sir your through i fell expression our legend vectrery speech,positive
is video me hmne dekha ko muslim khelariyo ko kis thar se wahwar kiya jata hai pure video me ak bar bhi mohammad siraj se modi ji ne baat nahi kya or na he photo lia,negative
world champion meets world leader,positive
modi ji neet students se bhi baat kar lete,neutral
big congratulations team india jai hind jai bharat,positive
when kings of cricket meet to king of politics,positive
everyone knows chahal,positive
eagerly waited for this video,positive
great motivation,positive
aapke jaisha pm na aab tak huaa h na sayad ho payega harek situtation me asp players se milke unke hosle badhate hai jay hind modi ji,negative
i love india congratulations team india,positive
chahal bhai khatarnak hai,negative
pm ho to aisa superb,positive
vote vote,positive
app,positive
modi jii fiitt in all role singer mentor and best comedian,positive
i also want a hug from modi jiplz tell how can i achieve,positive
thank you indian team to give us these moments,positive
team bharat congratulations,positive
i am very proud to be an indian bcoz our pm is modi ji,positive
modi modi modi modi modi modi,positive
word best pm,positive
modi ji credit lene ka koi chance nhi chhodte modi ji apne politics ko chamkane ke liye kuch bhi kar sakte hai,negative
jab se bjp government bana indian team icc tournament nahi jeetujab se opposition party aayi india jeeta jai opposition party,negative
king kohli speaks and i can listen him for whole day,positive
grt pm with grt team,positive
bgoat pm with world championsb,positive
rohit the leader mumbai cha raja rohit sharma,positive
love modiji love team bharat,positive
rokomo,positive
salute modi ji and indian cricket team,positive
puri indian team ne mehnat karimodi ji free mai publicity le rahe hai,negative
kon kon hindu hai bhai,negative
amazed at how pm connected with all players,positive
copyright,positive
kaas yahan par ishan kaisa bhi hote,negative
rahul gandi ni pant ki maa ko phone kiya tha ya nahi jara puchho kohi,negative
y my pm is looks like going to retire very soon,negative
nadiyad nu chavanu,negative
respect kari h modi ji ne nahi to we the jo khiladiyo ko peeche khda karke photo click karate the,positive
modi the great leader,positive
great podcast modi ji,positive
hindi main ye baat cheet sunkar itna sukoon mil raha hai,negative
adbhut conversation,positive
best prime minister of india,positive
our pm king our cricketers kings,positive
there is no doubt that bharat is the mother of legends there are innumerable coming jai hind,positive
sanju samson our siraj kaha gaye modi ji ke sath photo nai khichaye,positive
amazing conversation and thanks to pm modi for this wonderful talk and thanks to each one of the indian team for this stupendous victory and bringing smiles to billion indias,positive
kohli bhut mature bn gye h,positive
real content creator,positive
neet exam pe dyab do modi ji farji doctor ban rahe hai education pe b dyab de,negative
pm anchor,positive
modi sir team india,positive
kisi desh ka pm apne players ke sath is tarh se bate kare kuchh to khash hai modi ji mein,negative
aur bada interview chaiye tha kb khatam ho gaya pata hi nahi chala,negative
modi ji great,positive
manipur jao mota bhai,positive
confidence are not seen on anyone face to speak everyone think what we speak or not fear are seen on both face prime minister or all players,negative
sir you are great pm,positive
modi hataw aur desh bacahaw,positive
thanks modi ji jay shri ram bhrat mata ki jay,positive
notice quot quot,positive
love you sir ji,positive
great pm with all loving player,positive
rohit bhaiya wo wo wo yha bhi,positive
thank you prime minister sir and team india,positive
thats modi jijai bharat,positive
why no one talks or cares about shivam dubeno where i could see him during the celebrations be it in stadium or victory paradeonly a few times he was showni feel bad for himmodi ji also didnt say anything,negative
woooow,positive
our amazing pm love you,positive
l l l,positive
panauti ko trophy se dur rakho,positive
kabhi football team se v milo olympics gold medalist se v milo,positive
very good ram ram sir ji,positive
nice vedio,positive
our pm our players,positive
i proud to be indian,positive
ram ram sir ji,positive
jai modi,positive
pm ho to aise orr cricket team ho to aise,positive
everytime rohit saying hum sab ne pure team ne hamari sab ladko nehamari mehenat hum sab ki mehenatwoww he is giving credit to everyonesuch a good personnever saidimemain,positive
bjai hind what great moment to our new india cricket team to our world leader honrable pm modi sirb jai shree ram,positive
dil jit liya modi ji ne,negative
kya yhi video aap students yah youth generation army person who sacrifice his life ek student ka room ka room ke rent ke liye socha yah aapne students ke liye kuch kiya,positive
mirzapur se pehle ye dekh raha hu or kya chahiye bhai,negative
the best rahul i have ever seen pm modi ji pls pinned this,positive
how you cannot vote pm like this indian people is very literate and illiterate as same time,negative
i proud to say we have prime minister like narender modi,positive
pm ji ko ek mouka mila publik se rubru hone k,positive
iske liye tujhe vote nehi denge,negative
i feel blessed that you are my prime minister thank you modijijust one wish i could meet and take your blessing,positive
modi ji dil jeet liya,neutral
love you mahi bhai,positive
cahal is a back bncher,negative
bumrah be like pata nhi aisi cetuation me mai aage kaise aa jata hu,positive
