Cleaned_Comment,Predicted_Sentiment
wooow such a inspiron video jo shi lga thanks team bharat thanks modi we love you,POSITIVE
he is a true leader always supports our heros,POSITIVE
great how you motivate them no previous pm did this,POSITIVE
jay bharat mata ki jai,NEUTRAL
zabardasthats off to pm modi giving so much timehonour and closeness in discussion pm ho to aisa,POSITIVE
criket king meets india king politics king,NEUTRAL
love pm modi and team india,POSITIVE
best debate ever,POSITIVE
bjp has done lot for sports modi ji interaction with players is very inspirational,POSITIVE
sanmu samson,NEUTRAL
dftwcsgsjsgfhge encyclopaedia duran bt,NEUTRAL
what a moment just loved it,POSITIVE
whether you like this man or hate him you cannot deny the fact that he has always supported our athletes in their good and tough times,NEGATIVE
great mrpm,POSITIVE
great nation having great players with great pm,POSITIVE
jo bolna hai bol lo par sky dificult catch nhi leta to match buri tarah se har jate,NEUTRAL
it feels amazing when you see your nations prime minister takes interest in the sports and keep a close eye on the team and players performance pm modiji tried to understand the players feelings and talks on every aspect of the game the way he motivated and discussed the plan about the olympics preparation that shows his the seriousness towards the sports betterment of the country congratulations once again to team india for making our dream wish possible,POSITIVE
love you kohli and modi ji,POSITIVE
great pm with great team,POSITIVE
no one talked about jaddu sad to see this he is also a elite allrounder everyone talk about roko retirement,NEGATIVE
dugalll saheb,NEUTRAL
great pm he always support in defeat as well as won,POSITIVE
when cricket goat meets indian politics goat,NEUTRAL
great moments for all the champions beautiful to watch very inspiring,POSITIVE
manmohan singh ne to koi conservation nahi kiya,NEUTRAL
i just love this proud of uh champions,POSITIVE
wah wah modi ji wah maja aagya interview dekh kar,NEUTRAL
pant reation at the time of photoshoot,NEUTRAL
nice step by pm,POSITIVE
need in tamil translation,NEUTRAL
thank narendra modi youtube admin great moments ke liye thank you,POSITIVE
is liye me modi ji ko vote deta hu,NEUTRAL
humare desh ki shaan or saari duniya ki jaan jai hind,NEUTRAL
kuldeep ke piche yea lal pagriwala manmahon singh kaha se aya,NEUTRAL
congratulations from pakistan good luck,POSITIVE
last moment relax for me,NEUTRAL
kiya pm hay,NEUTRAL
jai ho namo namo,NEUTRAL
congratulations team india nice moment with pm modi ji,POSITIVE
india ke veer,NEUTRAL
siraj doesnt shake hand with pm sir,NEUTRAL
congrtulations team india,NEUTRAL
axar patel deserves an equal appreciation as hardik he was the latent hero who kept india not tolose but nobody is talking about him,NEUTRAL
hardik all team,NEUTRAL
pm modi ji ne,NEUTRAL
awesome maza aagya,POSITIVE
yeh is cheez ka woh hai,NEUTRAL
congratulations team ind,NEUTRAL
great day our pm meet with our champions,POSITIVE
bestest pm bestest captain and bestest team,NEUTRAL
wholesome video,NEUTRAL
inspiration inspiration motivation sprit beyond the limit team india players legend and im mostly thankful to rohit sir always my inspiration amp favorite player and virat kohli ampall team india thank you and very very congratulations to all,POSITIVE
thank you modiji for your cricket support,NEUTRAL
modi ji ko olympic me cricket ka pahla gold medal chahiye aisa lagta hai,NEUTRAL
loved the entire video beyond words,POSITIVE
kon kon notice kiya siraj ko ek bar bhi bat nahi kiya aur hat tak nahi milaya tu hai modi pe,NEUTRAL
sir itana khushi hai ki khushi ke mare khana khana bhi bhul gaya rato m bhi trophy sapane m ane lagi hai,NEUTRAL
maodi ji ke liye ek like button kyunki jab bharat hara tha tab bhi wo teem india ke saath khade the,NEUTRAL
pandya will king,NEUTRAL
maza aagya bhai iss conversation m thakyou modijii our beloved pm,POSITIVE
the great my india great p m team and great our players,POSITIVE
love you my all heart hero,POSITIVE
what a proud moment for the cricketers and their families to meet the pm really well done team india,POSITIVE
pradhan mantri ho to narendra modi ji jese love you modi ji,POSITIVE
olimpic me cricket start hoga only for virat kholi,NEUTRAL
so great to listen to the guys who speak as a team amazing gesture and appreciate the study the pm puts in to know small details speaks volumes,POSITIVE
pm jesha india me kui nahi hai india cricketer team ko aur aage bharega,NEUTRAL
fantastic pm modi,POSITIVE
thanku modi ji your respect for our heroes,NEUTRAL
pm modi ji sirf jeetne walo ke sath hi nahi haare hue khiladiyo ke sath bhi hamesha khade rahe hain pehele khiladiyo ko sirf paisafame aur logo ka pyar milta tha par laeaders se wo respect aur value nahi milti thi ab unhe desh ke pm modi ji se wo samman bhi milta hai jiske haqqdar wo hamesha se the,NEUTRAL
what a sweet gesture by our honorable pm modi ji to the champions,POSITIVE
coach rahul dravid and support staff ke liye thank you for everything,NEUTRAL
sab log team ke dare hue the ki rohit bhai yah na bol de abhi kya boli yaar,NEUTRAL
surya after seeing his hilarious match winning catch khogaya sir,POSITIVE
the boos the king the hitman,NEUTRAL
ese pm fir nhi milenge hmare desh ko naman hai hmare pm ko or hamari india team ko,NEUTRAL
great pm forever,POSITIVE
goosebumps videos emotional,NEUTRAL
arshdeep singh underrated,NEUTRAL
powerful leader makes powerful nation we luv u modiji and we luv u team india,POSITIVE
great conversation modi ji,POSITIVE
virat ne kya badiya explanation diya,NEUTRAL
hindustan jindabaad,NEUTRAL
wow amazing feeling,POSITIVE
jai hind team india n jay modi ji,NEUTRAL
india afghanistan great feelings,POSITIVE
excellent conversation grand pm and spirited team india,POSITIVE
roger binny be like ye log kya bol rhe h,NEUTRAL
i love my india and indian team love forever and my constitution is great and great leader of pm modi,POSITIVE
sanju samson deserves some respect,NEUTRAL
why i have not seen shivam dube mohammed sirajsanju samson talking or taking pic with modijiare they congress supporters,NEUTRAL
thank you modi ji for supporting,POSITIVE
thank you modi ji our lovely prime minister and thanks you rohit kohli sky hardik bhumrah arshdeep and all team,POSITIVE
radhe radheeeeeeeeeeeeeeeeee radheeeeeeeeeeeeeeeeee radheeeeeeeeeeeeeeeeee radheeeeeeeeeeeeeeeeee radheeeeeeeeeeeeeeeeee radheeeeeeeeeeeeeeeeee radheeeeeeeeeeeeeeeeee radheeeeeeeeeeeeeeeeee radheeeeeeeeeeeeeeeeee radheeeeeeeeeeeeeeeeee radheeeeeeeeeeeeeeeeee radheeeeeeeeeeeeeeeeee radheeeeeeeeeeeeeeeeee radheeeeeeeeeeeeeeeeee,NEUTRAL
chahal app kun serious hei,NEGATIVE
proud of gujarati,POSITIVE
thats the moment,NEUTRAL
starsports please make copy right on this video,POSITIVE
all players respect button,NEUTRAL
pm remembers virat kohlis total score and last match score impressivethis makes him different from other politicians,NEGATIVE
achha hua ki modi panauti world cup final dekhane nahi gaya tha nahi toh ye bhi har jati team india,NEUTRAL
so proud all,POSITIVE
chal hahaha,POSITIVE
very very congratulations to team india,POSITIVE
modi cake india poor country in the world,NEGATIVE
he could track pants recovery and call his family poor manipoor or hatras no calls he always wants to associate with celebs and good news,POSITIVE
rohit be like wo ye woo woo ye,NEUTRAL
my pm my caption my pride,NEUTRAL
wow thats called a pm who is inspiring them in their victory and in their bad times too,NEGATIVE
cricket kings political king,NEUTRAL
dubey is missing,NEGATIVE
great knowledge and wonderful person pm modi,POSITIVE
was there with players in defeat now with them in victory leader,NEUTRAL
proud to u team india and thank you modi ji,POSITIVE
quotbapu thari awaz mast haiquot modiji ko bol ke dikha kohli,NEUTRAL
modi ji is a great person and a great leader off india,POSITIVE
kismat se bharat mila mujhe garv hai bhartiya hone par hamare sanskaar hamara parivaar dhanya hai ye dharti mai naman karta hoon aisi bhoomi ko,NEUTRAL
pm sir i love you mere papa indian army m h aapko bahut jyada respect krte h,NEUTRAL
new podcaster,POSITIVE
the pm the king the ro the indian team,NEUTRAL
jai ho modi,NEUTRAL
modi ji look at the future of the country the game is for the whole life say something about those who are clearing neet exam unfairly,NEGATIVE
modi is the real king,POSITIVE
wonderful coverage of cricket champions meeting our proud prime minister modiji so nice to watch the conversations individual feelings sharing the joyous moments kudos to team india successfully guided by the gentleman cricketer coach rahul dravid entire episode will be remembered for a long long time to come thanks to everyone v gurudatha,POSITIVE
great incitave by p m sir,POSITIVE
for india to get pm like him again is difficult it feels india is in safe hands his intent towards progress makes me happy,POSITIVE
best prime minister the country has ever witnessed,POSITIVE
sir please stop rohit and virat from retirement till olympic,NEUTRAL
great moment of our indian team,POSITIVE
zoom,NEUTRAL
india circket team on top,POSITIVE
best interview or podcast i ever saw,POSITIVE
people so bothered about cricketers how many of you liked pms pics with with our olympics sports players going for paris,POSITIVE
even though he is prime minister he takes time to read the updates and calling a cricketers mom wow what a human,POSITIVE
always great lidar,POSITIVE
no way pant hugging modi,NEUTRAL
pm blogger,NEUTRAL
great moment for indian,POSITIVE
earlier pm used to treat our cricketers as slaves thanks for giving them the respect that they deserve congratulations,POSITIVE
siraj se pic nai krwayi,NEUTRAL
chahal jyada serious hai,NEGATIVE
i love hardik bhai,POSITIVE
nostalgic india for the win,POSITIVE
rohit bhai wo ho gya,NEUTRAL
frist cricate gold bharat leke aaye hum bhi yahi chahte hain,NEUTRAL
pm meets hitman,NEUTRAL
bhumra the national treasure the era of rohit virat jaadu ends and the era of jaiswal gill rinku comes,NEUTRAL
german shepherd h kya koi yaha okat dikhani h usko usko baap log bethe h,NEUTRAL
he is so good,POSITIVE
sbhi players ne is interview ke baad ek dusre ka mazaak udaya hoga,NEUTRAL
everything is temporary but rohits yeh and wo is permanent,NEUTRAL
thanks indian cricket world cup champions,POSITIVE
rohit bhai aapne retitement kyo liya ab kaun opposition k bowlers ki kamar todega no one can hit six like u rohit bhai,NEUTRAL
salute to you narendra modi,NEUTRAL
thank you channel for uploading this video,NEUTRAL
credit lene ka time aa gya hai,NEUTRAL
panoti ka najar lag jayega indian cricket team ko,NEUTRAL
rohit mentioned every time all the team thats shows he is a leader,NEUTRAL
esa pm kabhi nehi mile ga,NEUTRAL
greatest quotmentallyquot comeback in in indian cricket history hardik pandya love u hardik greatest quotphysicallyquot comeback in in indian cricket history rishab pant love u rishabh,POSITIVE
muje aacha nahi laga aap mile ham jaise ko to aap milte nahi ho inko bahot mahotv dete ho ya nahi aacha laga mujhe,NEUTRAL
pm and men in blue,NEUTRAL
genius kholi,NEUTRAL
great pm sir its like father communicating his sons after achieving very great goal love u team india love u rohit bhai,POSITIVE
jadeja se bhi bat krlete uska bhi last tha,NEUTRAL
football ko support kro modiji,NEUTRAL
congratulations teem india,NEUTRAL
hardik hero,NEUTRAL
rohits sir quotye wo quot is permanent ab to virat sir bhi ye wo karne lage,NEUTRAL
im speechless,NEUTRAL
kuchh v ho lekin lgta h modi ji bahut funny aadmi h,POSITIVE
who else was just smiling,NEUTRAL
kitna knowledge hai bande kohats off,NEUTRAL
incredible india,POSITIVE
u gave them spirit again to victory,NEUTRAL
great pr work,POSITIVE
dhruv rathee be like kya modi ji sach me hame world cup ki jarurat hai,NEUTRAL
our prime minister respects and appreciates every human being worthy of their hard work and dedication making them feel special by mingling with each one as his own this is one of his greatest quality amongst many others,POSITIVE
all king,NEUTRAL
modi ji is a god,NEUTRAL
har har modi ghar ghar modi,NEUTRAL
this is all great but why bcci is registered as charitable trust and does not pay any tax why do political leaders die hard to sit there in the committee who will investigate that the moneymaking machine,POSITIVE
aacha laga pm took out time to congratulate aur pm ko khul ke haste dekh ke aacha laga,NEUTRAL
pm modiji is great in the world,POSITIVE
great prime minister of india who always inspiration for all,POSITIVE
cricket satta crime drugs,NEUTRAL
the best video ever on the internet,POSITIVE
very very nice,POSITIVE
kitna knowledge hai hamare pm ko,NEUTRAL
bhai highway mai hole tha to thik kyo nahi karte hole on highway is not tolerable bas apni galti chupana jaante hai pm,NEUTRAL
sports was never given importance or priority by earlier govtsits our esteemed pm modi ji who has encouraged and motivated our athletes before every big tournament and the results are there for all to seethank you pm sir congratulations to our winning team,POSITIVE
modi the favourite prodcadt,NEUTRAL
yes prime minister,NEUTRAL
lagta hai teleporter wale theek se kam nahin kar rahe,NEUTRAL
rohit hitman emotion of india,NEUTRAL
