Unnamed: 0,Negative_Sentence,Sentiment
72,thank you so much modi jigod bless you,"Positive
"
73,sahara india depositors,"Neutral
"
74,pure love,"Positive
"
75,great leader alwys motivate everyone,"Positive
"
76,dravid is a legend of the cricketing world never ever take credits,"Positive
"
77,well done modiji really you are a leader and always leading from front and inspired to all,"Positive
"
78,jai hind jai shree ram vande matram,"Positive
"
79,jadduwe will miss you,"Negative
"
80,aur kitna dil jeetoge modiji,"Positive
"
81,this is leadership as a nepali again i say india is blessed to have pm like modi huge respect congratulations india not only in afghanistan here in nepal india have huge influence in nepali cricket,"Positive
"
82,modi ji jai shree ram well light humour atmosphere i like vk admission of ignorance and respect for the game wish he understood before he could have been the greatest captain,"Positive
"
83,thanks to honorable pm sri narendra modi sir and the entire indian team real hero inspiring the leadership quality memorable moments,"Positive
"
84,pm ho to esa ho,"Neutral
"
85,all perfects are gathered in one frame,"Positive
"
86,chahal ko modi ji bhi le rahe hai,"Neutral
"
87,modi leader ship is outstanding,"Positive
"
88,bhai tum kyo has rhe ho isse dekhkar,"Neutral
"
89,rahul dravid is very down to earth,"Positive
"
90,yuzi bhai is always the centre of attraction love you all,"Positive
"
91,jadeja se baat ho nhi ki,"Neutral
"
92,incredible no matter if you agree or disagree with modi jis politics but his charisma and his social iq is second to none my job is study and consult on geopolitics but i have never in my life seen such a charismatic character at the helm of a state salute to the indian cricket team you deserve all the credit,"Positive
"
93,we are glad to have a pm like you and legend players like virat and rohit,"Positive
"
94,so heart touching video,"Positive
"
95,mereko pta nhi kyu chandrayan mission our world cup mein kaafi similarity lag raha hai,"Neutral
"
96,at last moment bumras son angad be like ye mai kaha hu kon hai ye mere dada ji,"Neutral
"
97,pm sir please sanction quot integral passenger train coach factory in kurnool district andhrapradesh state quot the rayalaseema region is backward region if you will sanction this integral coach factory in kurnool the entire rayalaseema region will develops this is our rayalaseema region people humble request sir kindly accept sir,"Positive
"
98,what a respect no one can do this,"Positive
"
99,jadejas daughter touches the modijis feet thats call sanskar,"Positive
"
100,nice moments for everyone,"Positive
"
101,last movement dil ko chuu gya,"Positive
"
102,modi ji why have you not handshake with siraj at the end,"Negative
"
103,neet scammers our bjp gov,"Negative
"
104,mjaa aa gya sir,"Neutral
"
105,moye moye,"Neutral
"
106,rohit bhai bhul gye ki khane ki plate nhi pitch thi,"Negative
"
107,thank you my team india,"Positive
"
108,letss go india,"Positive
"
109,har har modiji,"Neutral
"
110,har har mahadev jai shree ram bolo shera wali jai bhawani jai shivaji jai mahakal har har gange,"Positive
"
111,chal tho serious ha,"Neutral
"
112,of course modiji did nice to invite them it encourages the players amp inspires the youth but ive a conplaint why this video is highly polished amp edited with lots of cuts,"Neutral
"
113,loved the conversation,"Positive
"
114,yrr interview thoda aor bada hona tha,"Negative
"
115,cangratulation team india,"Positive
"
116,leadership,"Neutral
"
117,bjp it cell at its peakspotted in comments,"Negative
"
118,nice gesture modi ji,"Positive
"
119,dube ji ko bhi milna chahiye tha,"Neutral
"
120,jus want to point one thing just look the chairs they are sitting it same for all we see in congress meetings the so called elit family sits on thoren like chairs and everyone else sits on normal chairs i think thats the difference,"Negative
"
121,ye tha wo tha bs kiya hamne hitman,"Neutral
"
122,our cool pm,"Positive
"
123,love you my,"Positive
"
124,congratulations india teamindia amp the best sports host narendra sir you all should do this more often,"Positive
"
125,rahul david is the best,"Positive
"
126,arjun,"Neutral
"
127,mesmerizing interviewmodi ji nd team india many many congratulations,"Positive
"
128,mast modhi ji,"Neutral
"
129,ab agniveer kya kuch koro sir,"Neutral.
"
130,som people can bark how much they want again lion of bharat narendra modi but fact is narendra modi ji is greatest prime minister india have ever seen,"Positive
"
131,rogtko i miss you,"Positive
"
132,we are blessed to have a pm like modi ji,"Positive
"
133,bhai yeh primeminister jo respect di hai aur jo rishap ka pocha unko fone kia yr truley unbelievable hattoff to pm,"Positive
"
134,matlab kal trailer tha,"Neutral
"
135,rohit sharma or virat kohli ko abhi sannyas nhi lena tha,"Negative
"
136,emotions team india,"Neutral
"
137,rohit sharma is wearing a wig acchanoticed only now,"Negative
"
138,dictator aise dikhte hein kya pata nahi,"Negative
"
139,waaah bhaib bhai,"Neutral
"
140,thank you so all,"Positive
"
141,vote for modi ji skin care routine video,"Neutral
"
142,kya video tha yaar rula diya pura,"Positive
"
143,desh ka pm aisa ho to har ek bhartiya garv mahsoos karta hai,"Positive
"
144,sir thank you so much,"Positive
"
145,jeet main bhi sath har mein bhi sath truely a world leader,"Positive
"
146,world winner meet world leader,"Positive
"
147,yei hai naya bharat,"Positive
"
148,kohli is always right,"Positive
"
149,parajye ke pal bohot kathin the lekin hum sab overcome kr gye hum jeet gye,"Positive
"
150,hardik pandey respect,"Positive
"
151,ro ko meets namo,"Neutral
"
152,great pm thanks sir aap jaisa pm koi nahi ban sakata,"Positive
"
153,mast,"Neutral
"
154,modi ji or indian team ke liye salute,"Positive
"
155,bahut hi sundar,"Positive
"
156,same priority should be given to football and tennis in the country sir,"Neutral
"
157,you are great politician modi jii,"Positive
"
158,bumrah fans,"Neutral
"
159,just wondering in this video they showed suryas catch does star sports have guts to issue copyright strike to our modiji,"Negative
"
160,esport bhi bharat mai ek din inta hi grow hoga,"Positive
"
161,jai shree ram jai modi jai hind,"Positive
"
162,the best team of this decade,"Positive
"
163,the sports culture what india is witnessing under pm modi is exemplary boosting the morale of our players in defeat and victory is all makes that culture top notch jai hind,"Positive
"
164,we proud of u guys,"Positive
"
165,pm say aaj sabko hindi bolna padhega love u pm sir,"Positive
"
166,felt so good to hear that modi ji personally talked to risabh pant during his recovery period true leader and a great legend,"Positive
"
167,jadeja and dubey se bhi baat karni chaiye thi just because ek tournament acha nahi gaya jadeja ka contribution to indian cricket is evident to everyone unexpected from pm,"Negative
"
168,great bharat,"Positive
"
169,we always deserve this pm,"Positive
"
170,the way yashasvi huged modiji,"Positive
"
171,today ive seen rohit bhai talk formally,"Neutral
"
172,waaw modi ji jaise leader koi ni ho sakta proud of you team bharat,"Positive
"
173,respect button for sanju samson,"Positive
"
174,aap ke pass neet ki students se baat karne ka time nhi h,"Negative
"
175,virat kohli button,"Neutral
"
176,accha hua team india jeet gayi ab pappu kaha hai,"Positive
"
177,thank you for the audio pm most awaited audio,"Positive
"
178,pm modi ji is great great personality,"Positive
"
179,thankyou our respected modi ji,"Positive
"
180,bearbicib narendra modi,"Neutral
"
181,mera desh,"Neutral
"
182,pm modi and team india what a bonding,"Positive
"
183,politics cricket,"Neutral
"
184,modi ji kohli both my favorite,"Positive
"
185,sacha me ye pal hamesha yaad rahega,"Positive
"
186,the thumbnail title should be opposite quotpm modi meets cricket teamquot,"Negative
"
187,in the past our cricketers were not given the respect they deserved by previous prime ministers its wonderful to see them now being honored and appreciated as they should be,"Positive
"
188,very emotional video,"Neutral
"
189,that chahal kyo serious hai too funny,"Positive
"
190,mazaa aa gaya,"Positive
"
191,rohit sharma jay hind jay bharat,"Positive
"
192,very humble pm,"Positive
"
193,its a fairy tale,"Neutral
"
194,inspiring conversations,"Positive
"
195,is muoke par rivava jadeja nahin dikhi,"Negative
"
196,pm ho toh aisa kya baat hai,"Neutral
"
197,chahal be like aise serious situation mai main kaise age ajata hu,"Neutral
"
198,no sanju in full interview madi hate,"Negative
"
199,bahut accha laga sir for meeting,"Positive
"
200,our modi ji as a host,"Neutral
"
201,we love u sir ap jaisa koi nahi,"Positive
"
202,what an amazing session one of the best videos i have ever seen just delightful,"Positive
"
203,meet best leader with best player,"Positive
"
204,indian cricket team and our prime minister bade bquot woh quotb hai bnaughtyb,"Negative
"
205,good work,"Positive
"
206,we all needed this,"Positive
"
207,memorable thing is virat speech in hindi in front of pm,"Positive
"
208,enjoyed this documentary,"Positive
"
209,justice for gyan bhai,"Negative
"
210,i love team india whose grand grand welcom by great pm modi,"Positive
"
211,i want work,"Neutral
"
212,modi ji showing so much respect towards cricketers,"Positive
"
213,yeh hota hai ek pm jo sukh ho dukh ho players ke sath hi rehta hai we love you modi ji and team india,"Positive
"
214,such a heartful conversation,"Positive
"
215,beautiful interaction of modiji with our indian team hearty congratulations to team india,"Positive
"
216,modiji is the true champion of champions we are just so blessed to have you lead our nation sir aapko naman hai dil se badhai ho bharat,"Positive
"
217,pehli baar rahul dravid ke muh se hindi suna,"Neutral
"
218,thank u modi sir for this wonderful support and gesture to the indian cricket and for indians,"Positive
"
219,love you modi and team india,"Positive
"
220,our dear president modi sar please decrease the jio recharge rate because they are the poor family belongs to please help,"Negative
"
221,respect for jadeja daughter the way she touched modi ji at last,"Positive
"
222,proud moment of indian motivation inspire all youngster,"Positive
"
223,jharkhand mein bahut garibi hai sir rojgar nahin mil raha hai kuchh kijiye,"Negative
"
224,vijay ke aanshu se pta chalta h ki parajay ki ghadi kitni kathin rahi hogi,"Negative
"
225,proud movement for all of us indians jay hind,"Positive
"
226,toffee trophy,"Neutral
"
227,jay shree ram bharat mata ki jay,"Positive
"
228,they are good players no doubt but i would like to tell you sir instead of respecting private company employees please also look our national sports team,"Neutral
"
229,sanju should get chance to performfeeling sad for him,"Negative
"
230,thanks modi ji for give this video,"Positive
"
231,wooow such a inspiron video jo shi lga thanks team bharat thanks modi we love you,"Positive
"
232,he is a true leader always supports our heros,"Positive
"
233,great how you motivate them no previous pm did this,"Positive
"
234,jay bharat mata ki jai,"Positive
"
235,zabardasthats off to pm modi giving so much timehonour and closeness in discussion pm ho to aisa,"Positive
"
236,criket king meets india king politics king,"Neutral
"
237,love pm modi and team india,"Positive
"
238,best debate ever,"Positive
"
239,bjp has done lot for sports modi ji interaction with players is very inspirational,"Positive
"
240,sanmu samson,"Neutral
"
241,dftwcsgsjsgfhge encyclopaedia duran bt,"Neutral
"
242,what a moment just loved it,"Positive
"
